"CurrentPath","OriginalFilename","ProposedNewName","NewPath","Category"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\9cd5db5a-4c27-487b-98cb-a8aa1335f0cc\f﹖format=1000w.jpeg","f﹖format=1000w.jpeg","content_097.jpeg","./assets/images/content_097.jpeg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\9cd5db5a-4c27-487b-98cb-a8aa1335f0cc\f﹖format=100w.jpeg","f﹖format=100w.jpeg","content_098.jpeg","./assets/images/content_098.jpeg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\9cd5db5a-4c27-487b-98cb-a8aa1335f0cc\f﹖format=1500w.jpeg","f﹖format=1500w.jpeg","content_099.jpeg","./assets/images/content_099.jpeg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\9cd5db5a-4c27-487b-98cb-a8aa1335f0cc\f﹖format=2500w.jpeg","f﹖format=2500w.jpeg","content_100.jpeg","./assets/images/content_100.jpeg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\9cd5db5a-4c27-487b-98cb-a8aa1335f0cc\f﹖format=300w.jpeg","f﹖format=300w.jpeg","content_101.jpeg","./assets/images/content_101.jpeg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\9cd5db5a-4c27-487b-98cb-a8aa1335f0cc\f﹖format=500w.jpeg","f﹖format=500w.jpeg","content_102.jpeg","./assets/images/content_102.jpeg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\9cd5db5a-4c27-487b-98cb-a8aa1335f0cc\f﹖format=750w.jpeg","f﹖format=750w.jpeg","content_103.jpeg","./assets/images/content_103.jpeg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\a3619272-c867-48ea-8fb7-a8be85675d02\jackie+again.png.jpeg","jackie+again.png.jpeg","content_104.jpeg","./assets/images/content_104.jpeg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\a3619272-c867-48ea-8fb7-a8be85675d02\jackie+again.png﹖format=1000w.jpeg","jackie+again.png﹖format=1000w.jpeg","content_105.jpeg","./assets/images/content_105.jpeg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\a3619272-c867-48ea-8fb7-a8be85675d02\jackie+again.png﹖format=100w.jpeg","jackie+again.png﹖format=100w.jpeg","content_106.jpeg","./assets/images/content_106.jpeg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\a3619272-c867-48ea-8fb7-a8be85675d02\jackie+again.png﹖format=1500w.jpeg","jackie+again.png﹖format=1500w.jpeg","content_107.jpeg","./assets/images/content_107.jpeg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\a3619272-c867-48ea-8fb7-a8be85675d02\jackie+again.png﹖format=2500w.jpeg","jackie+again.png﹖format=2500w.jpeg","content_108.jpeg","./assets/images/content_108.jpeg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\a3619272-c867-48ea-8fb7-a8be85675d02\jackie+again.png﹖format=300w.jpeg","jackie+again.png﹖format=300w.jpeg","content_109.jpeg","./assets/images/content_109.jpeg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\a3619272-c867-48ea-8fb7-a8be85675d02\jackie+again.png﹖format=500w.jpeg","jackie+again.png﹖format=500w.jpeg","content_110.jpeg","./assets/images/content_110.jpeg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\a3619272-c867-48ea-8fb7-a8be85675d02\jackie+again.png﹖format=750w.jpeg","jackie+again.png﹖format=750w.jpeg","content_111.jpeg","./assets/images/content_111.jpeg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\b210d2f4-7976-4871-82d3-5321cee262e0\makadem.jpg","makadem.jpg","content_112.jpg","./assets/images/content_112.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\b210d2f4-7976-4871-82d3-5321cee262e0\makadem﹖format=1000w.jpg","makadem﹖format=1000w.jpg","content_113.jpg","./assets/images/content_113.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\b210d2f4-7976-4871-82d3-5321cee262e0\makadem﹖format=100w.jpg","makadem﹖format=100w.jpg","content_114.jpg","./assets/images/content_114.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\b210d2f4-7976-4871-82d3-5321cee262e0\makadem﹖format=1500w.jpg","makadem﹖format=1500w.jpg","content_115.jpg","./assets/images/content_115.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\b210d2f4-7976-4871-82d3-5321cee262e0\makadem﹖format=2500w.jpg","makadem﹖format=2500w.jpg","content_116.jpg","./assets/images/content_116.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\b210d2f4-7976-4871-82d3-5321cee262e0\makadem﹖format=300w.jpg","makadem﹖format=300w.jpg","content_117.jpg","./assets/images/content_117.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\b210d2f4-7976-4871-82d3-5321cee262e0\makadem﹖format=500w.jpg","makadem﹖format=500w.jpg","content_118.jpg","./assets/images/content_118.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\b210d2f4-7976-4871-82d3-5321cee262e0\makadem﹖format=750w.jpg","makadem﹖format=750w.jpg","content_119.jpg","./assets/images/content_119.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\b34d1525-ba25-4126-a70b-57202d1c1766\groupshot.jpg","groupshot.jpg","content_120.jpg","./assets/images/content_120.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\b34d1525-ba25-4126-a70b-57202d1c1766\groupshot﹖format=1000w.jpg","groupshot﹖format=1000w.jpg","content_121.jpg","./assets/images/content_121.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\b34d1525-ba25-4126-a70b-57202d1c1766\groupshot﹖format=100w.jpg","groupshot﹖format=100w.jpg","content_122.jpg","./assets/images/content_122.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\b34d1525-ba25-4126-a70b-57202d1c1766\groupshot﹖format=1500w.jpg","groupshot﹖format=1500w.jpg","content_123.jpg","./assets/images/content_123.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\b34d1525-ba25-4126-a70b-57202d1c1766\groupshot﹖format=2500w.jpg","groupshot﹖format=2500w.jpg","content_124.jpg","./assets/images/content_124.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\b34d1525-ba25-4126-a70b-57202d1c1766\groupshot﹖format=300w.jpg","groupshot﹖format=300w.jpg","content_125.jpg","./assets/images/content_125.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\b34d1525-ba25-4126-a70b-57202d1c1766\groupshot﹖format=500w.jpg","groupshot﹖format=500w.jpg","content_126.jpg","./assets/images/content_126.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\b34d1525-ba25-4126-a70b-57202d1c1766\groupshot﹖format=750w.jpg","groupshot﹖format=750w.jpg","content_127.jpg","./assets/images/content_127.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\c3e322f9-c8d3-4c1a-ab96-6d1a9eebd1ba\favicon.ico﹖format=100w.png","favicon.ico﹖format=100w.png","content_128.png","./assets/images/content_128.png","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\d671c1f8-3b28-4892-97fe-03d9d6d65d62\june+space.jpg","june+space.jpg","content_129.jpg","./assets/images/content_129.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\d671c1f8-3b28-4892-97fe-03d9d6d65d62\june+space﹖format=1000w.jpg","june+space﹖format=1000w.jpg","content_130.jpg","./assets/images/content_130.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\d671c1f8-3b28-4892-97fe-03d9d6d65d62\june+space﹖format=100w.jpg","june+space﹖format=100w.jpg","content_131.jpg","./assets/images/content_131.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\d671c1f8-3b28-4892-97fe-03d9d6d65d62\june+space﹖format=1500w.jpg","june+space﹖format=1500w.jpg","content_132.jpg","./assets/images/content_132.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\d671c1f8-3b28-4892-97fe-03d9d6d65d62\june+space﹖format=2500w.jpg","june+space﹖format=2500w.jpg","content_133.jpg","./assets/images/content_133.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\d671c1f8-3b28-4892-97fe-03d9d6d65d62\june+space﹖format=300w.jpg","june+space﹖format=300w.jpg","content_134.jpg","./assets/images/content_134.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\d671c1f8-3b28-4892-97fe-03d9d6d65d62\june+space﹖format=500w.jpg","june+space﹖format=500w.jpg","content_135.jpg","./assets/images/content_135.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\d671c1f8-3b28-4892-97fe-03d9d6d65d62\june+space﹖format=750w.jpg","june+space﹖format=750w.jpg","content_136.jpg","./assets/images/content_136.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\dae9ce2b-8b1b-43c9-9136-b0da2232e100\polyquote.jpg","polyquote.jpg","content_137.jpg","./assets/images/content_137.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\dae9ce2b-8b1b-43c9-9136-b0da2232e100\polyquote﹖format=1000w.jpg","polyquote﹖format=1000w.jpg","content_138.jpg","./assets/images/content_138.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\dae9ce2b-8b1b-43c9-9136-b0da2232e100\polyquote﹖format=100w.jpg","polyquote﹖format=100w.jpg","content_139.jpg","./assets/images/content_139.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\dae9ce2b-8b1b-43c9-9136-b0da2232e100\polyquote﹖format=1500w.jpg","polyquote﹖format=1500w.jpg","content_140.jpg","./assets/images/content_140.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\dae9ce2b-8b1b-43c9-9136-b0da2232e100\polyquote﹖format=2500w.jpg","polyquote﹖format=2500w.jpg","content_141.jpg","./assets/images/content_141.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\dae9ce2b-8b1b-43c9-9136-b0da2232e100\polyquote﹖format=300w.jpg","polyquote﹖format=300w.jpg","content_142.jpg","./assets/images/content_142.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\dae9ce2b-8b1b-43c9-9136-b0da2232e100\polyquote﹖format=500w.jpg","polyquote﹖format=500w.jpg","content_143.jpg","./assets/images/content_143.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\dae9ce2b-8b1b-43c9-9136-b0da2232e100\polyquote﹖format=750w.jpg","polyquote﹖format=750w.jpg","content_144.jpg","./assets/images/content_144.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\f389271f-f33b-4bee-8df1-dc0f440259fb\pointmchupartyscene.jpg","pointmchupartyscene.jpg","content_145.jpg","./assets/images/content_145.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\f389271f-f33b-4bee-8df1-dc0f440259fb\pointmchupartyscene﹖format=1000w.jpg","pointmchupartyscene﹖format=1000w.jpg","content_146.jpg","./assets/images/content_146.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\f389271f-f33b-4bee-8df1-dc0f440259fb\pointmchupartyscene﹖format=100w.jpg","pointmchupartyscene﹖format=100w.jpg","content_147.jpg","./assets/images/content_147.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\f389271f-f33b-4bee-8df1-dc0f440259fb\pointmchupartyscene﹖format=1500w.jpg","pointmchupartyscene﹖format=1500w.jpg","content_148.jpg","./assets/images/content_148.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\f389271f-f33b-4bee-8df1-dc0f440259fb\pointmchupartyscene﹖format=2500w.jpg","pointmchupartyscene﹖format=2500w.jpg","content_149.jpg","./assets/images/content_149.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\f389271f-f33b-4bee-8df1-dc0f440259fb\pointmchupartyscene﹖format=300w.jpg","pointmchupartyscene﹖format=300w.jpg","content_150.jpg","./assets/images/content_150.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\f389271f-f33b-4bee-8df1-dc0f440259fb\pointmchupartyscene﹖format=500w.jpg","pointmchupartyscene﹖format=500w.jpg","content_151.jpg","./assets/images/content_151.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\f389271f-f33b-4bee-8df1-dc0f440259fb\pointmchupartyscene﹖format=750w.jpg","pointmchupartyscene﹖format=750w.jpg","content_152.jpg","./assets/images/content_152.jpg","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\f8430a00-4f78-4f9f-9314-6346ada62eff\Art+Space+Tab_Image+3.JPG","Art+Space+Tab_Image+3.JPG","content_153.JPG","./assets/images/content_153.JPG","Content"
".\images.squarespace-cdn.com\content\v1\65d6025916539a7143e98121\f9bdc518-9b0f-4077-a569-0c991f569159\morningresidency.jpeg","morningresidency.jpeg","content_154.jpeg","./assets/images/content_154.jpeg","Content"
".\picture_library\mangrove.jpeg","mangrove.jpeg","other_155.jpeg","./assets/images/other_155.jpeg","Other"
".\picture_library\sunset.jpeg","sunset.jpeg","other_156.jpeg","./assets/images/other_156.jpeg","Other"
